Date,TW handle,Tweet,Linka na Tweet,Komentář,RT,Lajk,Zobrazení,Timestamp
5.4.,ElCid30639603,"Chceš říct, že Janukovyče východní Ukrajina včetně Krymu nevolila, že Ukronáckové je tam nepřijeli střílet 🤔🤣  Sorry jednociferné IQ, to nejsou tvoje bláboly, jak tam Rusy nechtěli 😆",https://x.com/ElCid30639603/status/1776182260011618329,1,0,0,15,11.4.2024
5.4.,ElCid30639603,"Tak Stalin nebyl ani Rus, počty ti taky těžce neseděj a že by mu stavěli nyní pomníky jako teďko Ukronáckové Banderovi na Ukrajině, o tom jsem nic neslyšel 😆",https://x.com/ElCid30639603/status/1776168463695794228,1,0,0,14,11.4.2024
5.4.,geburtson540,A proč ty zmrde Zdechno už nestojíš vedle ukronácků v první linii? Chciválku. Jsi stále drzejší a měl bys dostat přes hubu a poté být hozen do Vltavy!,https://x.com/geburtson540/status/1776007239096057968,0,0,0,0,11.4.2024
5.4.,ElCid30639603,"Co se děje Ukronácku, že se najednou stydíš za to, že jsi nacistický užitečný idiot 🤔😆",https://x.com/ElCid30639603/status/1776000794296234403,0,0,0,4,11.4.2024
5.4.,Petrkundoliny,"Tak bez bojovat na UKravinu, slama u kravina kundo!",https://x.com/Petrkundoliny/status/1776354704995303435,0,0,0,43,14.4.2024
5.4.,PepaPepaj1,Pelegriny na hrad domovnice Vem si zlutomodrej hadr a jdi,https://x.com/PepaPepaj1/status/1776347294440329364,0,0,0,10,14.4.2024
5.4.,Viler147901,sláma u kravína,https://x.com/Viler147901/status/1776254422508568576,0,0,0,7,14.4.2024
5.4.,Brics76420238,"Nic, je mi to jedno. Není to naše věc, ať si RF klidně vezme Banderistán celý.",https://x.com/Brics76420238/status/1776295863054180374,2,1,5,201,14.4.2024
5.4.,QuidoSkala,Sláma u kravína!!!!,https://x.com/QuidoSkala/status/1776236631835472116,0,0,0,6,14.4.2024
5.4.,ProkopB71795628,"Ukaž jak se to dělá,hlupáčku😆Sláma u kravína ! Hail!🇺🇸🇺🇦🐖🐖😠",https://x.com/ProkopB71795628/status/1776149450064339142,0,0,0,9,14.4.2024
5.4.,QuidoSkala,Sláma u kravína!!!!,https://x.com/QuidoSkala/status/1776143189428060404,0,0,1,9,14.4.2024
5.4.,MA3X8,"Krasavice, co? Je to levnější než rozvod. Tak sláma u kravína, banderovci.",https://x.com/MA3X8/status/1776101777491779607,0,2,5,135,14.4.2024
5.4.,Pravda019262402,"No a po stejné lince přijíždí dobití měsíce, 9.11. sametová revoluce a mrtvý student Šmíd, definice pandemie účelově změněná a mrazáky v ulicích. Sláma u kravína!
S pozdravem - MRDAT PRDEL a světu mír.",https://x.com/Pravda019262402/status/1776098731365941488,1,0,1,10,14.4.2024
5.4.,OPicakovysvodky,"Jo kolaborante, Chochlové jsou jen spotřební zboží. To ti došlo až teď? 😁😁😁",https://x.com/OPicakovysvodky/status/1776031131642527787,0,0,0,3,14.4.2024
5.4.,VencaNanuk,"A co když tam byli opravdu ukronacisti, co tam vraždili lidi, proti kterým Rusáci chtěli zasáhnout Venco?",https://x.com/VencaNanuk/status/1776320289216885232,1,0,0,41,14.4.2024
5.4.,PetrWolf11654,"Měli by je dostat. Odpálené. Aby radostí rozhazovali prackama desítky metrů daleko, ukronacisti",https://x.com/PetrWolf11654/status/1776138857911632192,0,0,1,7,14.4.2024
5.4.,PetrWolf11654,Nevidím ukronacisticke vlajky. Takže asi ne.,https://x.com/PetrWolf11654/status/1776138587169263851,0,0,0,1,14.4.2024
4.4.,beda_bedu,"co ty seš za píču, --najdi si chlapce a může to bejt i ukrozmrd /nikdo jinej do tebe péro nestrčí debilko",https://x.com/beda_bedu/status/1775968371827249565,0,0,0,3,11.4.2024
4.4.,mbem_cz,Nebožáci? Hovno ukrofašisti.,https://x.com/mbem_cz/status/1775844801956413473,0,0,0,10,11.4.2024
4.4.,MenyMana,"Vy ukrofašisti, máte tendenci přesvědčovat o vašich světonázorech lidi, který to vůbec nezajímá🤣.Já si naivně myslel, že v demokracii je diskutovat s oponentem základ.",https://x.com/MenyMana/status/1775843814743109653,1,0,0,16,11.4.2024
4.4.,ElCid30639603,Ukronáckové už končí.,https://x.com/ElCid30639603/status/1775806196626153479,1,0,0,6,11.4.2024
4.4.,riddick_u,"Ukronácku, skapeš",https://x.com/riddick_u/status/1775527829557399982,1,0,1,23,11.4.2024
4.4.,jarmila2222,"‼▶👹ŠOKUJÍCÍ-😱🇺🇦ŽÁDNÝ NACI NA UKR.?‼🤮💥UKRNACI BANDERISTÁN💥
‼👹🤮NACISMUS NA UKR.VYUČ. VE ŠKOLÁCH-TŘÍD.MALÝCH DĚTÍ
👹Na ukr. zákl.škol. se děti učí píseň🤮„Bandera je náš otec“od kolabor.2. sv.vál.
👹Bandera byl naci.+holocau.kolabor.vůd.Ukr. org. nacion.a Ukr.povst.arm.",https://x.com/jarmila2222/status/1775942742436159974,0,0,0,5,14.4.2024
4.4.,PatrickGames77,Nažhavení ukropové s hospodskými nadávkami za 3..2..1...,https://x.com/PatrickGames77/status/1775919395379822998,0,0,2,190,14.4.2024
4.4.,PatrickGames77,"Evi, to vůbec neřeš. Od českých Ukropů se i mě, nedostalo nikdy jediného argumentu, pouze hrubých hospodských urážek...",https://x.com/PatrickGames77/status/1775928991586648552,2,0,0,203,14.4.2024
4.4.,PatrickGames77,Jak zklamala? Jako že každý nemusí být hned ukrop?,https://x.com/PatrickGames77/status/1775916433953747028,1,0,1,215,14.4.2024
4.4.,ElCid30639603,"🇬🇧🇺🇦x🇺🇳🇷🇺  Dnes je druhé výročí, kdy Británie v Radě bezpečnosti OSN zablokovala vyšetření vražd Ukronacistů - false flag v Buči.",https://x.com/ElCid30639603/status/1775969244007501930,1,8,16,327,14.4.2024
4.4.,PetrWolf11654,"Lizal jsi ukronacistickou prdel, zmrde?",https://x.com/PetrWolf11654/status/1775956210996404263,0,0,0,7,14.4.2024
4.4.,Anihil0nihil,"To vis ze jo ty ukronacisticky prase😂
Bez si radsi zahajlovat",https://x.com/Anihil0nihil/status/1775953047975305597,1,0,0,11,14.4.2024
4.4.,AkamikiDavid,A ukronacistické sráče budeš podporovat,https://x.com/AkamikiDavid/status/1775949058437165091,0,0,2,9,14.4.2024
4.4.,Anihil0nihil,"Ty, podporovatel ukronacistu o nacismu radeji pomlc🙏",https://x.com/Anihil0nihil/status/1775922327248589308,0,0,1,12,14.4.2024
4.4.,VelasJarda,"Stejně je to zvláštní, takový vlastenec jako ty, zastánce tradičních hodnot a jak narazíš na chlapa, tak tvá nejčastější slova jsou kokot, orgasmus, ukronacisti... to tě tak moc vzrušují Ukrajinci v uniformách dědo?",https://x.com/VelasJarda/status/1775918914804793446,1,0,0,11,14.4.2024
4.4.,VelasJarda,"Ty máš Mein Kampf hodně hluboko v srdíčku viď, to ti po dědovi zůstalo. Ein Volk, ein Reich, ein Führer, tedy slova která dnes znějí v russku více než za dob tvého dědy, ta slova jsou pro tebe vším. Ale jsem to já kdo je fašista, nacista, ukronacista, fašistonacistobanderovsko...",https://x.com/VelasJarda/status/1775918365653049635,1,0,1,16,14.4.2024
4.4.,VelasJarda,"Já chci jen vysvětlení od odborníka jako si ty. Byl bys tak laskavý a vysvětlil mi to? Banderovci, fašismus, nacismus, ukronacisti, ale na Slovensku ti co byli s Hitlerem tedy vlastenci? Jak to prosím pěkně tedy je?",https://x.com/VelasJarda/status/1775916536831570155,0,0,0,5,14.4.2024
4.4.,Anihil0nihil,Presne to jsem predpokladal banderovsky ukronacisticky kolaborantsky sajrajte😊Jsi bezcenny nacek.,https://x.com/Anihil0nihil/status/1775911143761949007,1,0,0,7,14.4.2024
4.4.,BonBorius,"Přesně tak, Buča. Kdo to má asi tak na svědomí, když po odchodu ruských jednotek bylo vše v pořádku, a 2 dny poté po ukrajinských čistkách, byla hlavní silnice poseta 3-sta mrtvolami. Jasnější už to být nemůže. ukronacisti jsou barbarská svoloč.",https://x.com/BonBorius/status/1775893564616331436,1,0,1,35,14.4.2024
4.4.,PetrWolf11654,"Jo, právě proto dostávají Ukronacisti tak na prdel.",https://x.com/PetrWolf11654/status/1775729445396951168,0,0,0,15,14.4.2024
4.4.,_PeLc_,"ZAHAZUJI ČESKOU, UKRONACISTICKOU I KOLOROVANOU LAJKU (aspoň na měsíc) A ZAČÍNÁM DĚLAT REKLAMU INVESTIČNÍ BRAMBORÁM",https://x.com/_PeLc_/status/1775645276637741380,0,0,1,169,14.4.2024
3.4.,JanZalesk2,"👍, se slzami bych to v tomto případě nepřeháněl, u ukronácků jsou namístě.",https://x.com/JanZalesk2/status/1775498154764357879,1,0,0,8,11.4.2024
3.4.,PetrWolf11654,"Ne, debile. Mladí ukrozmrdi jen zdrhli Dobruška a západní Evropy.",https://x.com/PetrWolf11654/status/1775425416414765364,0,0,4,162,11.4.2024
3.4.,ProkopB71795628,"Ty jsi obdivovatel Banderovského terorismu. Sláma u kravína! Hail!🇺🇦🐖🐖😠Máš špatné kamarády 🇺🇸🇺🇦 https://facebook.com/photo/?fbid=986116518986648&set=a.163391274592514",https://x.com/ProkopB71795628/status/1775612871272980871,0,0,0,10,14.4.2024
3.4.,vladimrvesecky,"Co by tam dělala ??Okusila život v klídku v EU a i jinde a zpět se do Banderistánu vrátí jen jako turisté, možná. Aspoň takhle tady vystupují mladí ukroši, i když jsou silní jak silnice (po konzumaci vodečky) a hajlují o 106 a řvou 3x Sv.Banderas a sláma u kravína.",https://x.com/vladimrvesecky/status/1775582009450025264,0,0,0,9,14.4.2024
3.4.,JardaJelen,""""" bizár bizárů pro všechny """"

Český premiér péťa čivava září štěstím.
Pochlubil se s tím , že díky němu dostanou fašisti na Ukradině zbraně a munici už v červnu,a může se pokračovat v zabíjení.
Sláma u kravína.",https://x.com/JardaJelen/status/1775577220653703330,0,4,12,162,14.4.2024
3.4.,MykolaOleh,"Píše někdo,kdo celé Rusko projel osobně již na základní škole prstem po mapě 😆 a 24.2.22 se probudil jako neoOkrájinec,ale ukrajinsky zvládne maximálně Sláma u kravína😆
A co pozdrav pravačkou, ten už umíš?",https://x.com/MykolaOleh/status/1775563187187855554,1,0,1,12,14.4.2024
3.4.,JirkaPohodar,"Tohle mi nevadí, ale na žlutomodrej hadr jsem alergickej.",https://x.com/JirkaPohodar/status/1775543708273807852,0,0,1,19,14.4.2024
3.4.,JiJanda12,"Nakoupil tu ideologicky správnou munici pro naši Ukrajinskou armádu. A to není málo. Se poseru, jsem ještě kurva v Česku, nebo už na Ukrajině? Všude žlutomodrej hadr.",https://x.com/JiJanda12/status/1775420797059846242,1,0,1,27,14.4.2024
3.4.,pozorzmena,"Ten žlutomodrej hadr tě určuje zcela přesně 🆘

Nacista🤦🏻‍♂️",https://x.com/pozorzmena/status/1775419375782134088,0,0,1,43,14.4.2024
3.4.,GozPes,"Zasažena byla VŠ kolej. Netušil jsem, že jste schopna klesnout někam na úroveň Černochové a otevřeně podporovat terorismus. Jinak na Vaši (řečnicnkou) otázku odpovím jinou: Jak dlouho vydrží Banderistán bez západní podpory?",https://x.com/GozPes/status/1775395372027822140,2,2,6,149,14.4.2024
3.4.,StefkaMira,"Doufám, že do 2 ukronacistické Ukrajina a Alzák zdrhne neznámo kam.",https://x.com/StefkaMira/status/1775551855679930479,0,0,1,49,14.4.2024
3.4.,Dlouhy5Dlouhy,"…a predevsim LHAR, zradce, arogantni ukronacisticky, vlezdoprdelebruselsky grazl!",https://x.com/Dlouhy5Dlouhy/status/1775545770080625138,0,0,0,7,14.4.2024
3.4.,am_hruby,"A nejen to, dokonce ji i šířím, a ani si za to nenechávám zaplatit. Jsem prostě ukronacistický sionista ve službách CIA…",https://x.com/am_hruby/status/1775509835636675059,1,0,0,11,14.4.2024
3.4.,PetrWolf11654,Pořád lepší než ukronacistickou . To bys mohl  dostat do drzky i tady,https://x.com/PetrWolf11654/status/1775483731983179833,1,0,0,10,14.4.2024
3.4.,PetrWolf11654,Stejní dementi jsko s tou ukronacistickou. Často se množina protne.,https://x.com/PetrWolf11654/status/1775404790467514791,0,0,0,6,14.4.2024
3.4.,citarnyknihy,"V tomto politickém světě už neplatí vůbec nic.
1. Ředitelství státní rozvědky Ukrajiny se přiznalo k teroristickému útoku dronů v Tatarstánu.
2. Francie VĚŘÍ, že Ukronacisté útoky na ropná zařízení v Rusku jednají „v rámci legitimní obrany“.",https://x.com/citarnyknihy/status/1775285614234996823,1,1,0,130,14.4.2024
2.4.,angel72cz,Chceš vidět videa jak 2.6.2014 masakrovali ukronáckové civilní obyvatelstvo v Luhansku? Ty hnusný bezpáteřní prase! Koukej!,https://x.com/angel72cz/status/1775230577408454772,0,0,0,2,11.4.2024
2.4.,angel72cz,"Nelži! Viděli jsme videa těch obětí, měli označení které používají Rusáci! Ukronáckové se to ani nesnažili zamaskovat!",https://x.com/angel72cz/status/1775227884975632827,0,0,0,4,11.4.2024
2.4.,mbem_cz,Ukrofašisti se ukájejí nad seznamem.,https://x.com/mbem_cz/status/1775202785186754857,0,0,0,1,11.4.2024
2.4.,mbem_cz,A je to venku. Ukrofašisti vydávají seznamy nepohodlných lidí. To dělali fašistické a totalitní  režimy.,https://x.com/mbem_cz/status/1775191833276018938,0,0,0,1,11.4.2024
2.4.,elon_pysk,"Kdyby Rusko chtělo, tak na Ukrajinu nepustí ani myš už od dne kdy zvěř z Azovu zmasakrovala ruské může, ženy a děti. Píšete nesmysly. Až přestanou ukrofašisti pomoc krást, tak bude všem lépe.

Ruská i izraelská propaganda jsou prakticky totožné.",https://x.com/elon_pysk/status/1775178082086801658,0,0,3,49,11.4.2024
2.4.,Zafod2,"Jakou stavbu?? Spousta ukronácků se tu u nás má jak prasata v žitě, denně je potkávám...",https://x.com/Zafod2/status/1775123534622199884,1,0,1,12,11.4.2024
2.4.,ondrakonina,"Hospodský je očividně fanatický ukrozmrd, stačí se podívat na FB profil této jinak pěkné hospody 👏. Tam bych dobrovolně nešel ani za pytel zlatých.",https://x.com/ondrakonina/status/1775121944515379366,7,7,44,1100,11.4.2024
2.4.,OPicakovysvodky,Ty vole a už jsi na frontě? Bez tebe to Chochlové určitě nedaj!,https://x.com/OPicakovysvodky/status/1775190930338816049,0,0,0,2,14.4.2024
2.4.,quartofine,Sláma u kravina,https://x.com/quartofine/status/1775187053401067780,0,0,2,24,14.4.2024
2.4.,KarelTomic,To je najednou hrdinů na X. Že jim nevadí ten žlutomodrej hadr?,https://x.com/KarelTomic/status/1775177409622372573,0,0,13,91,14.4.2024
2.4.,ondrakonina,"jéé, mám pro vás super nabídku. Dám si na profil ukrovlaječku a vy mi za to načepujete plnou nádrž (+/-59 litrů). Já podpořím Svatou zemi Ukrajinskou a vy zase podpoříte mě 💙💛🤝.",https://x.com/ondrakonina/status/1775129298166337956,0,0,9,149,14.4.2024
2.4.,kytka123,"Sláma u kravína !
Pal 👉",https://x.com/kytka123/status/1775110226263396406,1,0,1,45,14.4.2024
2.4.,MiroslavStol,Sláma u Kravína,https://x.com/MiroslavStol/status/1775094297911582978,0,0,0,0,14.4.2024
2.4.,MykolaOleh,"Stačilo pokynout pravačkou (ale jen do výše temene hlavy 👆) 
- stewardka by zakejhala Sláma u kravína a jel by jste zadara 😆",https://x.com/MykolaOleh/status/1774990641589538884,0,0,4,90,14.4.2024
2.4.,fuckpointer,"Ano, ukronacisté se na obyvatelích Buče opravdu nehezky vyřádili. Pachatelé budou jistě velmi přísně potrestáni.",https://x.com/fuckpointer/status/1775260174380585459,0,0,3,37,14.4.2024
2.4.,PetrWolf11654,"Ty ukronacisticke kurvy by už měly dostat, co jim patří.",https://x.com/PetrWolf11654/status/1775209431103373679,1,0,0,35,14.4.2024
2.4.,riddick_u,"Vždyť je to klasický ukronacistický podvrh, a pokud se to neprokáže je to přímé zasahování do voleb cizích zemí těma ukrajinskýma opicema.",https://x.com/riddick_u/status/1775205160479789349,0,1,2,38,14.4.2024
2.4.,EmanMastikulka,"Ukronacistický (= banderovský) režim se tady buduje, sám jste přiznal, že vy raději ukrajinskou vlajku než českou.😉

Bandera byl odporný nacistický zločinec a národ, který ho má za národního hrdinu je odporně nacistický.",https://x.com/EmanMastikulka/status/1775149104458326429,0,0,1,23,14.4.2024
2.4.,MaximovicM87841,Vyrobené ukronacistickou rozvědkou. Tak to bude určitě pravda‼️,https://x.com/MaximovicM87841/status/1775080964697227560,0,0,0,19,14.4.2024
2.4.,benhurr1423,"Fašistická svoloč, která prodala svůj stát a národ si ty, tupý hnoji.RF uskutečnila důležitý krok k osvobození Rusů, obyvatel Charkova od ukronacistické/NATO fašistické okupace, bez vraždění civilistu, ty špíno. Na rozdíl od ukronacistů/NATO čuráčeských fašistů vraždících děti.",https://x.com/benhurr1423/status/1775077933104705976,2,0,0,79,14.4.2024
2.4.,benhurr1423,"Fašistická svoloč, která prodala svůj stát a národ si ty, tupý hnoji.RF uskutečnila důležitý krok k osvobození Rusů, obyvatel Charkova od ukronacistické/NATO fašistické okupace, bez vraždění civilistu, ty špíno. Na rozdíl od ukronacistů/NATO čuráčeských fašistů vraždících děti.",https://x.com/benhurr1423/status/1775077828037415287,1,0,2,85,14.4.2024
2.4.,Anihil0nihil,K tomu Bachmutu ty chudacku. Uz bylo nekolikrat dokazano ze ty civilisty tam postrileli ukronacisti podle datumu umrti na krizich. V te dobe tam totiz rusove jeste nebyli,https://x.com/Anihil0nihil/status/1775043337105391966,1,0,0,22,14.4.2024
1.4.,ElCid30639603,"A proč ne 1.000, vždyť Ukronáckové si umí lépe vymýšlet 😆  Jinak kdyby sis ten článek přečet tak víš, že ten americký póvl měli radši schovaný, než ho tam teď nacpali - a je vidět proč 😂🤣",https://x.com/ElCid30639603/status/1774915051138187612,0,0,0,20,11.4.2024
1.4.,surikatkazif,"Fašounci proukro ude nabádají k udávání...
proč nenapsat na bilboard, že je Ukrajina nepřítel?

Je to názor a na Slovensku je snad ještě demokracie a svoboda slova.

Nebo ukronáckové budou cenzurovat? vážně?",https://x.com/surikatkazif/status/1774809171029799264,3,8,24,502,11.4.2024
1.4.,MenyMana,"Má dle vašeho zatemněného mínění ukrofašoun právo vraždit,znásilňovat a ničit kdekoliv se mu zachce a k ospravedlnění stačí propagandistické bláboly?Něco si vynechal, Poláky co si chtěli ukousnout kus naší země,spojenci nás zradili a Němci co zavraždili cirka 380 tisíc Čechos....",https://x.com/MenyMana/status/1774785920727708022,0,0,0,11,11.4.2024
1.4.,mbem_cz,Ale ukrofašisti vítáni jsou.,https://x.com/mbem_cz/status/1774780841601749341,0,0,0,1,11.4.2024
1.4.,ElCid2224,"No ty musíš být vymaštěný Ukronácku 😆  Dáš sem Ruskij pochod, který sponzorovali Amíci, ve kterém byl navíc váš nácek Navalnyj a Putin ho zakázal a blby jako ty, pozavíral 😂🤣
Už si dneska zvednutou pravicí pozdravil slunce kokote 🤔😆",https://x.com/ElCid2224/status/1774756915299430511,0,0,0,11,11.4.2024
1.4.,MenyMana,"Při nedostatku inteligence to může být těžké pochopit, tak ještě jednou, po puči roku 2014, ukrofašisti začali terorizovat a vraždit civilisty, Ukrajince Ruského původu na Donbasu a Rusko, jako vítězná velmoc 2 svě. války, má právo zakročit a eliminovat rostoucí nacismus na UA.",https://x.com/MenyMana/status/1774754106902532585,1,0,0,11,11.4.2024
1.4.,Despertador777,"Nejlépe byste pomohl se zbraní v ruce, přímo na Ukrajině. K jaké jednotce byste rád nastoupil? Já vám to zítra vybavím. Sláma u kravína.",https://x.com/Despertador777/status/1774893353244467679,0,0,0,4,14.4.2024
1.4.,TomMarn841300,"Hele, tady nacistický Ukrop nemůže, ale prej ho zase nebudou bolet nohy: ""My feet won't be cold, my left knee won't hurt"".",https://x.com/TomMarn841300/status/1774892006147281328,0,0,0,2,14.4.2024
1.4.,PepaPepaj1,Nasere si sláma u kravina,https://x.com/PepaPepaj1/status/1774867242653557070,1,0,2,116,14.4.2024
1.4.,OPicakovysvodky,Co ten Krym a dovolený v Jaltě? Jak jsou s tím Chochlové a Lipavskej daleko? 😁😁😁,https://x.com/OPicakovysvodky/status/1774838777422238056,1,0,1,15,14.4.2024
1.4.,vladimrvesecky,"Ať u nás nezívají nudou, asi z přemíry práce, ale mažou damój vojeváť, aby si ta svá území vzali zpět, ale to by museli chtít chcípnout za Alzáka.Tady maximálně vyřvávají Sláma u kravína a x Sv.Banderas.",https://x.com/vladimrvesecky/status/1774702804105416742,0,0,12,290,14.4.2024
1.4.,JardaJelen,""""" oznámení pro všechny.""""

Konečně se někdo nebál,a řekl to na plnou papulu.
Sláma u kravína.

https://facebook.com/share/q4H9au3Akj1HJX7F/",https://x.com/JardaJelen/status/1774681258926199083,0,1,1,47,14.4.2024
1.4.,LudvikDeu,SLÁMA U KRAVÍNA.,https://x.com/LudvikDeu/status/1774702355373592890,0,0,0,11,14.4.2024
1.4.,Pevoznk1,"Probíhá Ukrajinizace Čech,Moravy a Slezska,proto zde operují,proto je chce Fialova vláda posunout do bezpečnostních složek ČR a proto na všech národně významných budovách a úřadech visí ukr.vlajky.
Lidé to nevnímají,začnou to vnímat až nás tady ukronacisté začnou mordovat.!",https://x.com/Pevoznk1/status/1774785405042278749,3,10,53,497,14.4.2024
1.4.,liskova_nela,Z ČT unikla výjimečně pravda? To se podporovatelům ukronacistů líbit nebude…,https://x.com/liskova_nela/status/1774745069624406095,80,66,394,12000,14.4.2024
